[2977, 3341, 363, 0, 0, 1621, 1293, 0, 0, 0, 2486, 1471, 1334, 0, 2023, 0, 0, 0, 850, 3282, 1607, 2841, 667, 0, 2599, 181, 1803]
[2463, 3629, 572, 0, 0, 1949, 1767, 0, 0, 0, 1509, 2949, 621, 0, 2312, 0, 0, 0, 0, 3858, 1283, 3279, 1373, 425, 2756, 414, 2107]
[2731, 2948, 764, 0, 0, 1138, 2054, 0, 0, 425, 1858, 2438, 877, 0, 1819, 0, 0, 0, 0, 3771, 1146, 3173, 651, 0, 2522, 443, 1884]
[571, 708, 64, 0, 85, 438, 294, 0, 0, 0, 428, 623, 227, 0, 459, 0, 0, 0, 0, 906, 266, 588, 411, 0, 687, 38, 464]
[3253, 5399, 307, 0, 0, 4319, 1227, 0, 0, 0, 2154, 4719, 1826, 0, 3247, 0, 0, 850, 0, 5698, 1523, 3899, 3463, 0, 5111, 509, 3267]
[1997, 2501, 143, 0, 0, 1656, 973, 0, 425, 0, 1121, 2331, 474, 0, 1428, 0, 0, 0, 0, 2877, 427, 1776, 1512, 0, 1964, 316, 1483]
[483, 662, 0, 0, 0, 485, 216, 0, 0, 0, 440, 376, 295, 0, 448, 0, 121, 0, 174, 628, 399, 702, 208, 0, 581, 92, 393]
[1677, 3260, 0, 0, 0, 3041, 630, 0, 0, 0, 1148, 3088, 1177, 0, 2080, 0, 307, 522, 0, 3388, 1113, 2700, 2308, 0, 3263, 452, 2067]
[915, 2125, 0, 0, 0, 1921, 855, 0, 0, 0, 601, 2165, 485, 0, 1580, 0, 572, 0, 0, 2162, 1119, 2583, 1181, 261, 1924, 514, 1407]
[1419, 2116, 0, 0, 261, 1750, 774, 0, 0, 0, 1132, 2111, 755, 0, 1499, 0, 320, 0, 0, 2666, 1002, 2124, 1451, 0, 2239, 262, 1488]
[1077, 1510, 0, 0, 0, 1198, 540, 0, 261, 0, 607, 1520, 317, 0, 917, 0, 143, 0, 0, 1715, 345, 1233, 1013, 0, 1264, 259, 939]
[879, 1672, 0, 0, 0, 1666, 954, 0, 0, 261, 706, 1970, 677, 0, 1331, 0, 764, 0, 0, 2039, 1146, 2709, 851, 0, 1858, 619, 1308]
[239, 342, 0, 0, 0, 361, 72, 312, 0, 0, 216, 264, 419, 0, 288, 0, 205, 0, 110, 244, 523, 1014, 0, 0, 289, 412, 261]
[301, 594, 0, 0, 0, 899, 0, 1056, 0, 0, 216, 744, 1129, 0, 576, 0, 551, 72, 106, 332, 1313, 2730, 0, 0, 539, 1316, 567]
[487, 2020, 0, 0, 0, 3733, 0, 4710, 0, 0, 60, 3528, 4427, 0, 2280, 0, 2541, 232, 0, 952, 5491, 11906, 0, 212, 1831, 5960, 2251]
[269, 1212, 0, 0, 0, 2031, 232, 2362, 0, 0, 36, 2024, 2169, 0, 1368, 0, 1455, 0, 0, 664, 2993, 6494, 0, 220, 1029, 3112, 1281]
[712, 1264, 0, 0, 0, 1048, 491, 0, 0, 0, 615, 1128, 488, 307, 895, 0, 0, 170, 0, 1201, 980, 1578, 447, 0, 1452, 286, 899]
[2414, 3497, 0, 0, 0, 2393, 1897, 0, 0, 0, 2448, 2388, 1534, 1238, 2654, 0, 0, 157, 447, 3026, 3850, 5433, 0, 0, 4044, 932, 2542]
[1575, 2781, 0, 0, 0, 2037, 1774, 0, 0, 0, 1572, 2445, 969, 1223, 2255, 0, 0, 122, 0, 2415, 3359, 4889, 0, 149, 3412, 952, 2186]
[7705, 12664, 0, 0, 0, 9538, 8153, 0, 0, 447, 7845, 11358, 5291, 5755, 10192, 0, 0, 962, 0, 11566, 15590, 22713, 0, 0, 16494, 4495, 10283]
[468, 794, 0, 0, 0, 647, 419, 149, 0, 0, 462, 718, 448, 360, 636, 0, 0, 95, 0, 658, 1056, 1583, 0, 0, 1013, 414, 647]
[127, 180, 0, 0, 17, 126, 110, 0, 0, 0, 124, 163, 71, 64, 143, 0, 0, 0, 0, 194, 194, 284, 31, 0, 227, 46, 144]
[2391, 3278, 0, 0, 157, 2152, 2017, 0, 0, 0, 2449, 2439, 1407, 1253, 2588, 0, 0, 0, 310, 3121, 3834, 5380, 0, 0, 3971, 888, 2517]
[2474, 3887, 0, 0, 183, 2693, 2663, 0, 0, 0, 2511, 3456, 1408, 1732, 3217, 0, 0, 0, 0, 3704, 4851, 6965, 0, 155, 4909, 1272, 3153]
[4868, 7004, 0, 0, 481, 4816, 4976, 0, 0, 155, 5022, 6337, 2886, 3204, 5824, 0, 0, 0, 0, 7143, 8972, 12815, 0, 0, 9293, 2299, 5876]
[455, 640, 0, 0, 57, 448, 429, 62, 0, 0, 465, 583, 311, 293, 536, 0, 0, 0, 0, 645, 862, 1244, 0, 0, 845, 260, 543]
[428, 586, 0, 0, 0, 417, 309, 0, 85, 0, 310, 552, 152, 143, 400, 0, 0, 0, 0, 604, 400, 727, 188, 0, 593, 149, 411]
[2268, 3042, 0, 0, 0, 1969, 1785, 0, 157, 0, 2154, 2152, 1192, 1067, 2276, 0, 0, 0, 376, 2728, 3216, 4687, 0, 0, 3369, 837, 2199]
[2264, 3626, 0, 0, 0, 2519, 2459, 0, 183, 0, 2094, 3252, 1108, 1573, 2896, 0, 0, 0, 0, 3260, 4212, 6305, 0, 188, 4267, 1263, 2829]
[3968, 5634, 0, 0, 0, 3877, 4009, 0, 481, 188, 3590, 5216, 1924, 2499, 4420, 0, 0, 0, 0, 5424, 6488, 9911, 0, 0, 6837, 2053, 4511]
[1612, 2186, 0, 0, 0, 1553, 1401, 376, 285, 0, 1338, 2072, 952, 955, 1684, 0, 0, 0, 0, 1992, 2624, 4207, 0, 0, 2497, 1141, 1743]
[1775, 2382, 0, 0, 0, 1561, 1224, 0, 0, 0, 1800, 1368, 1091, 624, 1776, 0, 157, 0, 518, 2068, 2443, 3510, 0, 0, 2521, 556, 1629]
[1546, 2887, 0, 0, 0, 2128, 1948, 0, 0, 0, 1524, 2619, 884, 1181, 2405, 0, 183, 0, 0, 2521, 3486, 5251, 0, 259, 3407, 1044, 2265]
[36, 60, 0, 0, 0, 49, 47, 0, 0, 7, 37, 62, 26, 23, 52, 0, 13, 0, 0, 62, 77, 125, 0, 0, 79, 27, 52]
[2515, 3073, 157, 0, 0, 1697, 1568, 0, 0, 0, 2389, 1577, 1334, 667, 2152, 0, 0, 0, 680, 2759, 2753, 4007, 0, 0, 3013, 545, 1976]
[2245, 3727, 183, 0, 0, 2383, 2512, 0, 0, 0, 2031, 3183, 1046, 1373, 2948, 0, 0, 0, 0, 3361, 4047, 6193, 0, 340, 4127, 1155, 2784]
[2315, 2749, 481, 0, 0, 1301, 2164, 0, 0, 340, 1877, 2341, 962, 651, 1976, 0, 0, 0, 0, 3147, 2349, 4231, 0, 0, 2929, 745, 2028]
[2124, 2107, 410, 0, 0, 846, 832, 667, 0, 0, 1676, 864, 1334, 0, 1278, 0, 0, 0, 565, 1954, 1488, 2834, 0, 0, 1449, 752, 1171]
[3872, 4356, 1455, 0, 0, 1638, 2236, 2746, 0, 0, 2103, 3452, 2667, 0, 2799, 0, 0, 0, 0, 4192, 3434, 8252, 0, 565, 2517, 3151, 2688]
[3914, 3697, 1345, 0, 0, 1061, 2677, 1302, 0, 565, 2516, 3019, 2039, 0, 2288, 0, 0, 0, 0, 4569, 2343, 6064, 0, 0, 2809, 1822, 2451]
[938, 801, 293, 0, 113, 297, 357, 822, 0, 0, 598, 688, 853, 0, 528, 0, 0, 0, 0, 924, 871, 1947, 0, 0, 570, 829, 583]
[2916, 2998, 1080, 0, 0, 1669, 673, 3463, 0, 0, 1554, 2546, 3536, 0, 1812, 0, 0, 565, 0, 2606, 3192, 7501, 0, 0, 1951, 3618, 2029]
[3313, 2809, 955, 0, 0, 1152, 1169, 3024, 565, 0, 1597, 2583, 2658, 0, 1596, 0, 0, 0, 0, 2793, 2471, 6648, 0, 0, 1348, 3284, 1847]
[10581, 11266, 1253, 667, 0, 5068, 4612, 0, 0, 0, 9329, 2891, 4669, 0, 6847, 0, 0, 0, 4110, 9427, 6350, 9790, 0, 0, 7843, 577, 5744]
[694, 1815, 0, 307, 0, 1977, 169, 0, 0, 0, 383, 1610, 555, 0, 1094, 0, 0, 640, 0, 1325, 493, 1119, 1123, 0, 1674, 246, 1091]
[314, 1129, 0, 323, 0, 1420, 0, 169, 0, 0, 109, 1008, 443, 0, 682, 0, 0, 555, 0, 543, 413, 874, 587, 0, 979, 348, 686]
[9757, 16644, 4068, 2667, 0, 8022, 11120, 1328, 0, 0, 4428, 12487, 0, 0, 11334, 0, 0, 0, 0, 12503, 8032, 19006, 0, 4265, 8214, 4220, 9198]
[3027, 5140, 1060, 621, 0, 2626, 3192, 0, 0, 0, 1524, 3945, 0, 0, 3442, 0, 0, 0, 0, 4305, 2104, 5082, 664, 1135, 2962, 828, 2858]
[12641, 20644, 4340, 3335, 0, 10094, 13232, 0, 0, 0, 7004, 13587, 0, 0, 13886, 0, 0, 0, 1328, 15299, 9504, 20726, 0, 4669, 10718, 3340, 11094]
[2089, 3752, 704, 523, 0, 1994, 2576, 0, 0, 0, 1160, 2891, 0, 332, 2670, 0, 0, 0, 0, 2867, 2228, 4442, 0, 865, 2370, 808, 2222]
[4003, 6088, 1572, 941, 0, 2718, 4492, 0, 0, 332, 2096, 4629, 0, 0, 4086, 0, 0, 0, 0, 5213, 2668, 6562, 0, 1251, 3418, 1144, 3478]
[1967, 7296, 1116, 2913, 0, 6792, 3166, 754, 0, 0, 0, 5681, 0, 0, 4938, 0, 0, 2214, 0, 2089, 3440, 7280, 0, 1723, 3540, 2416, 4032]
[489, 2177, 191, 834, 0, 2261, 729, 0, 0, 0, 0, 1755, 0, 0, 1439, 0, 0, 762, 0, 720, 809, 1677, 377, 404, 1295, 477, 1213]
[763, 4157, 288, 2053, 0, 4635, 1267, 0, 0, 0, 0, 2743, 0, 0, 2758, 0, 0, 1751, 377, 381, 1812, 3107, 0, 773, 2154, 964, 2208]
[69, 432, 24, 183, 0, 474, 176, 0, 0, 0, 0, 351, 0, 52, 310, 0, 0, 160, 0, 87, 268, 442, 0, 85, 290, 128, 262]
[4653, 19496, 2620, 9571, 0, 20818, 8484, 0, 0, 1508, 0, 15691, 0, 0, 12890, 0, 0, 8384, 0, 4707, 7876, 16510, 0, 3037, 11270, 5272, 11290]
[821, 4020, 360, 1023, 0, 3786, 2656, 640, 0, 0, 0, 3995, 0, 0, 3426, 0, 1476, 0, 0, 2011, 3284, 7070, 0, 1393, 2118, 2176, 2610]
[339, 2340, 0, 577, 0, 2574, 1144, 0, 0, 0, 0, 2365, 0, 0, 1894, 0, 764, 240, 0, 1269, 1476, 3130, 600, 607, 1602, 824, 1510]
[99, 540, 0, 97, 0, 558, 304, 0, 0, 0, 24, 565, 0, 0, 454, 0, 212, 0, 0, 357, 372, 802, 144, 151, 378, 200, 358]
[241, 1740, 0, 363, 0, 1866, 1016, 80, 0, 0, 0, 1855, 0, 0, 1506, 0, 756, 0, 0, 1031, 1324, 2830, 360, 533, 1158, 776, 1170]
[5116, 33701, 1224, 18028, 0, 40749, 7639, 0, 0, 0, 0, 20770, 1524, 0, 22072, 0, 0, 16427, 4301, 0, 14940, 23333, 0, 5222, 18108, 7780, 17766]
[2683, 8236, 1416, 3645, 0, 10354, 0, 6744, 0, 0, 0, 7089, 6332, 0, 5142, 0, 0, 5056, 0, 625, 6952, 14786, 0, 467, 4798, 8240, 5218]
[1018, 4931, 336, 2295, 0, 6959, 0, 3274, 0, 0, 0, 4394, 3547, 625, 3307, 0, 0, 3276, 0, 0, 4817, 8731, 0, 132, 3808, 4540, 3378]
[3198, 11991, 1446, 5870, 0, 15674, 0, 7639, 0, 0, 0, 9334, 7642, 0, 7502, 0, 0, 7536, 625, 0, 9112, 18166, 0, 702, 7013, 9940, 7283]
[2052, 7259, 929, 4130, 625, 10076, 0, 5611, 0, 0, 0, 6416, 5233, 0, 4748, 0, 0, 4839, 0, 0, 6263, 12334, 0, 298, 4487, 6935, 4842]
[3830, 18663, 2075, 11840, 0, 24961, 6441, 0, 0, 3559, 0, 16061, 3037, 0, 11704, 0, 0, 12714, 0, 2447, 7165, 14826, 0, 0, 13713, 6030, 11851]
[2164, 15205, 591, 12606, 2447, 23315, 4903, 0, 0, 2338, 0, 13616, 1707, 0, 10454, 0, 0, 11178, 0, 0, 7147, 11059, 0, 0, 11584, 4589, 10477]
[5566, 35221, 2038, 23174, 0, 49789, 8167, 0, 0, 5222, 0, 26690, 6582, 0, 21972, 0, 0, 25069, 2447, 0, 14278, 25023, 0, 0, 25082, 10616, 21364]
[2620, 8613, 1369, 4366, 0, 11660, 0, 6441, 0, 467, 0, 7573, 6635, 0, 5282, 0, 0, 6057, 0, 379, 6869, 14565, 0, 0, 5580, 8262, 5618]
[1878, 6711, 889, 3880, 379, 9544, 0, 4903, 0, 298, 0, 5980, 4957, 0, 4260, 0, 0, 4843, 0, 0, 5491, 11052, 0, 0, 4425, 6289, 4502]
[898, 4013, 348, 2001, 0, 5741, 0, 2650, 0, 132, 0, 3590, 2941, 379, 2617, 0, 0, 2832, 0, 0, 3671, 6877, 0, 0, 3064, 3676, 2742]
[3432, 12711, 1644, 6800, 0, 17594, 0, 8167, 0, 702, 0, 10582, 8836, 0, 7802, 0, 0, 9066, 379, 0, 9514, 19432, 0, 0, 8267, 10936, 8105]
